alias_key,alias_display,code,iso_a3,basis,source,confidence,override
ogre municipality,Ogre Municipality,LVA072,LVA,English administrative documents often refer to Latvian novads using the anglicized 'Municipality' suffix instead of the Latvian 'novads'.,pretraining,medium,False
rezekne municipality,Rezekne Municipality,LVA083,LVA,"Rēzeknes novads translates to Rezekne Municipality in English, using the diacritic-free form of the city name.",pretraining,medium,False
rujiena municipality,Rujiena Municipality,LVA090,LVA,"Rūjienas novads translates to Rujiena Municipality in English, dropping the macron diacritics.",pretraining,medium,False
salacgriva municipality,Salacgriva Municipality,LVA092,LVA,"Salacgrīvas novads translates to Salacgriva Municipality in English, dropping the macron.",pretraining,medium,False
saldus municipality,Saldus Municipality,LVA095,LVA,Saldus novads translates to Saldus Municipality in English; Saldus is a notable Latvian town with English-language references.,pretraining,medium,False
sigulda municipality,Sigulda Municipality,LVA098,LVA,Siguldas novads translates to Sigulda Municipality in English; Sigulda is a well-known Latvian tourist town.,pretraining,medium,False
laayoune-saguia al hamra,Laayoune-Saguia al Hamra,MAR007,MAR,"Alternative English romanization where 'Sakia' is rendered as 'Saguia', a common variant spelling used in international sources",pretraining,medium,False
laayoune-sakia el hamra,Laayoune-Sakia el Hamra,MAR007,MAR,Alternative English romanization using 'el' instead of 'al' and dropping diacritics from Laâyoune,pretraining,medium,False
tighina,Tighina,MDA004,MDA,"Bender is also widely known in English by its Romanian/Moldovan name Tighina, used frequently in geopolitical and academic English texts.",pretraining,high,False
kishinev,Kishinev,MDA010,MDA,"Kishinev is the traditional Russian-derived English transliteration of the Moldovan capital, still found in older English texts and references.",pretraining,high,False
dubossary,Dubossary,MDA015,MDA,"Dubossary is the Russian-derived transliteration of Dubăsari used in some English sources, particularly in Transnistrian conflict contexts.",pretraining,medium,False
pridnestrovie,Pridnestrovie,MDA035,MDA,"Romanized form of the Russian name for the region, used in English diplomatic and news contexts.",pretraining,medium,False
trans-dniester,Trans-Dniester,MDA035,MDA,"Hyphenated English exonym for the breakaway Moldovan territory, used in English-language reporting.",pretraining,high,False
transdniestria,Transdniestria,MDA035,MDA,Common English alternative spelling for the breakaway region of Transnistria/Transdniestria.,pretraining,high,False
autonomous territorial unit of gagauzia,Autonomous Territorial Unit of Gagauzia,MDA037,MDA,Full official English-language name of the Gagauzian autonomous unit within Moldova.,pretraining,high,False
gagauzia,Gagauzia,MDA037,MDA,"Standard short English name for the Autonomous Territorial Unit of Gagauzia, widely used in English sources.",pretraining,high,False
majunga,Majunga,MDG032,MDG,"Mahajanga is commonly referred to as Majunga in English and French sources, a name that remains widely used in travel literature and historical texts.",pretraining,high,False
tamatave,Tamatave,MDG033,MDG,"Toamasina is the official name but the city and region were long known as Tamatave in English sources, a name still commonly encountered in historical and some current references.",pretraining,medium,False
tulear,Tulear,MDG034,MDG,"Toliara is widely referred to as Tulear in English sources, especially in older literature and marine charts, and remains a common alternative name.",pretraining,high,False
baja california norte,Baja California Norte,MEX002,MEX,"Baja California is sometimes called Baja California Norte in English to distinguish it from Baja California Sur, though the official name lacks 'Norte'.",pretraining,medium,False
northeastern region,Northeastern Region,MKD002,MKD,North Macedonia's 'Northeast' statistical region is commonly referred to as 'Northeastern Region' in English-language administrative contexts.,pretraining,medium,False
pelagonija,Pelagonija,MKD003,MKD,The Macedonian/South Slavic spelling 'Pelagonija' is an alternative romanization of the region name 'Pelagonia' used in some official and academic sources.,pretraining,medium,False
southeastern region,Southeastern Region,MKD006,MKD,North Macedonia's 'Southeast' statistical region is commonly referred to as 'Southeastern Region' in English-language administrative contexts.,pretraining,medium,False
southwestern region,Southwestern Region,MKD007,MKD,North Macedonia's 'Southwest' statistical region is commonly referred to as 'Southwestern Region' in English-language administrative contexts.,pretraining,medium,False
bamako capital district,Bamako Capital District,MLI001,MLI,English sources frequently use 'Bamako Capital District' to distinguish the federal district from the surrounding Koulikoro region.,pretraining,medium,False
bamako district,Bamako District,MLI001,MLI,"The District de Bamako, containing the capital city, is commonly referred to in English as Bamako District or simply Bamako Capital District.",pretraining,high,False
timbuktu,Timbuktu,MLI009,MLI,Tombouctou is the French spelling of the city and region; 'Timbuktu' is the standard English exonym universally used in Anglophone sources.,pretraining,high,False
timbuktu region,Timbuktu Region,MLI009,MLI,The administrative region of Tombouctou is referred to in English as Timbuktu Region.,pretraining,high,False
vittoriosa,Vittoriosa,MLT003,MLT,"Birgu is officially known in English as Vittoriosa, the name given by the Knights of St John and widely used in English-language contexts.",pretraining,high,False
cospicua,Cospicua,MLT006,MLT,"Bormla is commonly referred to in English as Cospicua, one of the Three Cities in Malta.",pretraining,high,False
senglea,Senglea,MLT020,MLT,"Isla is the Maltese name for the city known in English as Senglea, one of Malta's historic Three Cities.",pretraining,high,False
rahal gdid,Rahal Gdid,MLT038,MLT,"Paola is the official name but the locality is also known by its Maltese name Rahal Gdid (meaning 'New Village'), used in some official and colloquial contexts.",pretraining,medium,False
rabat,Rabat,MLT044,MLT,"Rabat Malta is commonly referred to simply as 'Rabat' in English contexts, distinguishing it from Rabat Morocco by context or country specification.",pretraining,high,False
rabat gozo,Rabat Gozo,MLT045,MLT,The older name Rabat (Victoria) on Gozo island is commonly referenced as 'Rabat Gozo' to distinguish it from Rabat Malta.,pretraining,high,False
saint julian's,Saint Julian's,MLT047,MLT,"Full English form of San Giljan, used interchangeably with St Julian's in official and tourist contexts.",pretraining,high,False
st julian's,St Julian's,MLT047,MLT,"San Giljan is the Maltese name; the standard English exonym is St Julian's (also written Saint Julian's), widely used in tourism and international references.",pretraining,high,False
san giovanni,San Giovanni,MLT048,MLT,San Gwann is the Maltese form of the Italian/English Saint John; San Giovanni is an alternative Italianate form sometimes used in English contexts given Malta's history.,pretraining,medium,False
st lawrence,St Lawrence,MLT049,MLT,"Abbreviated English form of San Lawrenz, commonly used in English-language references to this Gozo village.",pretraining,high,False
saint paul's bay,Saint Paul's Bay,MLT050,MLT,"Full English exonym for San Pawl il-Bahar, used in official and tourist references.",pretraining,high,False
st paul's bay,St Paul's Bay,MLT050,MLT,"San Pawl il-Bahar means Saint Paul the Sea in Maltese; the standard English name is St Paul's Bay, widely used in tourism and on English maps.",pretraining,high,False
santa lucia,Santa Lucia,MLT052,MLT,Santa Lucija is the Maltese spelling; the English/Italian form Santa Lucia is commonly used in international references.,pretraining,high,False
ta xbiex,Ta Xbiex,MLT057,MLT,"The apostrophe in Ta' Xbiex is often dropped in English writing, making Ta Xbiex a common alternative spelling used in addresses and references.",pretraining,high,False
irrawaddy,Irrawaddy,MMR001,MMR,Ayeyarwady is the Burmese name; Irrawaddy is the long-established English exonym for this region and its eponymous river.,pretraining,high,False
pegu,Pegu,MMR002,MMR,Bago is the modern Burmese name; Pegu is the traditional English name historically used for this region and its capital city.,pretraining,high,False
karenni,Karenni,MMR005,MMR,"Kayah State is also widely known in English as Karenni State, referring to the Karenni people who inhabit the region.",pretraining,high,False
karen,Karen,MMR006,MMR,"Kayin State is commonly referred to in English as Karen State, after the Karen people; this is the widely used English exonym.",pretraining,high,False
magwe,Magwe,MMR007,MMR,Magway is the modern romanization; Magwe is the older and still widely encountered English spelling of this region.,pretraining,high,False
nay pyi taw,Nay Pyi Taw,MMR010,MMR,Naypyidaw is frequently written as Nay Pyi Taw in international English-language sources including UN and diplomatic usage.,pretraining,high,False
naypyidaw union territory,Naypyidaw Union Territory,MMR010,MMR,"Naypyidaw has the formal designation of Union Territory in English-language sources, distinguishing it from states and regions.",pretraining,medium,False
arakan,Arakan,MMR011,MMR,"Rakhine State is historically and commonly known in English as Arakan, the name used widely in international media and academic literature.",pretraining,high,False
rangoon,Rangoon,MMR015,MMR,Yangon is the modern official name; Rangoon is the longstanding English exonym still widely used in international contexts.,pretraining,high,False
rozaje,Rozaje,MNE017,MNE,The WB canonical name 'Rozaj' is one romanization of the municipality; 'Rozaje' (from the native 'Rožaje') appears in many English-language sources and travel references.,pretraining,medium,False
ulaanbaatar city,Ulaanbaatar City,MNG011,MNG,Ulaanbaatar is often referred to as 'Ulaanbaatar City' to distinguish the capital city region from the city itself.,pretraining,medium,False
ulan bator,Ulan Bator,MNG011,MNG,"Ulan Bator is a common older English romanization of the Mongolian capital region name, widely used in older maps and texts.",pretraining,high,False
south gobi,South Gobi,MNG046,MNG,Ömnögovi literally means 'South Gobi' in Mongolian and this English translation is used in some English-language sources.,pretraining,medium,False
middle gobi,Middle Gobi,MNG048,MNG,Dundgovi literally means 'Middle Gobi' in Mongolian and this English translation appears in some sources.,pretraining,medium,False
south khangai,South Khangai,MNG062,MNG,Övörkhangai means 'South Khangai' in Mongolian and this English translation appears in some geographic sources.,pretraining,medium,False
uvurkhangai,Uvurkhangai,MNG062,MNG,Uvurkhangai is an alternative English romanization of Övörkhangai used in some maps and sources.,pretraining,medium,False
north khangai,North Khangai,MNG065,MNG,Arkhangai means 'North Khangai' in Mongolian and this English translation is used in some geographic references.,pretraining,medium,False
hovsgol,Hovsgol,MNG067,MNG,Hovsgol is another common English romanization of Khövsgöl used in tourism and geographic references.,pretraining,medium,False
bayan-olgi,Bayan-Olgi,MNG083,MNG,Bayan-Olgi is another common English romanization of Bayan-Ölgii dropping the umlaut.,pretraining,medium,False
bayan-ulgii,Bayan-Ulgii,MNG083,MNG,"Bayan-Ulgii is a common ASCII English romanization of Bayan-Ölgii, replacing the umlaut with a double-i.",pretraining,high,False
ubsunur,Ubsunur,MNG085,MNG,"Uvs aimag is sometimes referred to as Ubsunur in English sources, particularly in reference to the Uvs Nuur basin UNESCO site.",pretraining,medium,False
uvs province,Uvs Province,MNG085,MNG,Mongolian aimags are commonly referred to in English with the suffix 'Province' appended to the name.,pretraining,medium,False
maputo city,Maputo City,MOZ002,MOZ,Cidade de Maputo is the Portuguese name for the capital city province; English speakers commonly refer to it as Maputo City to distinguish it from Maputo Province.,pretraining,high,False
dakhlet nouadhibou,Dakhlet Nouadhibou,MRT004,MRT,"The canonical name uses a hyphen between Dakhlet and Nouadhibou, but the unhyphenated form is commonly used in English sources.",pretraining,medium,False
nouadhibou,Nouadhibou,MRT004,MRT,The region is commonly referred to simply as Nouadhibou after its capital city in many English-language contexts.,pretraining,medium,False
hodh ech chargui,Hodh Ech Chargui,MRT007,MRT,"Alternative English romanization of the region name, with 'Chargui' instead of 'Chargi', used in various English sources.",pretraining,medium,False
hodh el chargui,Hodh el Chargui,MRT007,MRT,Common alternative English romanization substituting 'el' for 'ech' and using 'Chargui' spelling.,pretraining,medium,False
hodh el gharby,Hodh El Gharby,MRT008,MRT,Alternative romanization of the western Hodh region appearing in some English-language sources.,pretraining,medium,False
tiris zemmour,Tiris Zemmour,MRT012,MRT,The unhyphenated and alternative spelling 'Zemmour' (vs 'Zemmou') is commonly found in English sources for this region.,pretraining,high,False
nouakchott north,Nouakchott North,MRT014,MRT,English translation of the French 'Nord' directional qualifier in the region name.,pretraining,medium,False
nouakchott west,Nouakchott West,MRT015,MRT,English translation of the French 'Ouest' directional qualifier in the region name.,pretraining,medium,False
nouakchott south,Nouakchott South,MRT016,MRT,English translation of the French 'Sud' directional qualifier in the region name.,pretraining,medium,False
malacca,Malacca,MYS006,MYS,Melaka is the Malay spelling; Malacca is the traditional English exonym historically and widely used in English contexts.,pretraining,high,False
penang,Penang,MYS011,MYS,Pulau Pinang is the Malay name; Penang is the standard English exonym widely used internationally and in English-language media.,pretraining,high,False
caprivi strip,Caprivi Strip,NAM001,NAM,"The Caprivi region is very commonly referred to as the 'Caprivi Strip' in English, referencing its narrow geographic shape.",pretraining,high,False
zambezi region,Zambezi Region,NAM001,NAM,Caprivi was officially renamed Zambezi Region in 2013; this is the current official English name used by the Namibian government.,pretraining,high,False
niamey,Niamey,NER008,NER,"The Communauté Urbaine de Niamey is universally known in English simply as 'Niamey', the capital city of Niger.",pretraining,high,False
niamey capital district,Niamey Capital District,NER008,NER,The Communauté Urbaine de Niamey is commonly referred to in English as the Niamey Capital District or simply the Niamey urban community.,pretraining,medium,False
niamey urban community,Niamey Urban Community,NER008,NER,"Direct English translation of 'Communauté Urbaine de Niamey', used in English-language administrative and geographic sources.",pretraining,high,False
akwa ibom,Akwa Ibom,NGA003,NGA,The canonical name 'Akwa lbom' contains a lowercase 'l' instead of uppercase 'I' (typographic error); the correct spelling universally used in English is 'Akwa Ibom'.,pretraining,high,False
abuja,Abuja,NGA015,NGA,"The Federal Capital Territory is widely known internationally by the name of its capital city, Abuja, and callers frequently use 'Abuja' to refer to the entire territory.",pretraining,high,False
nasarawa,Nasarawa,NGA026,NGA,"The WB canonical name 'Nassarawa' uses a double-s spelling, while the official and more common English spelling is 'Nasarawa'.",pretraining,high,False
north caribbean coast autonomous region,North Caribbean Coast Autonomous Region,NIC014,NIC,The official English name used by the Nicaraguan government and international sources for Región Autónoma del Caribe Norte.,pretraining,high,False
south caribbean coast autonomous region,South Caribbean Coast Autonomous Region,NIC015,NIC,The official English name used by the Nicaraguan government and international sources for Región Autónoma del Caribe Sur.,pretraining,high,False
frisia,Frisia,NLD003,NLD,"Friesland is the Dutch province whose historical English exonym is Frisia, used in academic and historical contexts.",pretraining,medium,False
north brabant,North Brabant,NLD007,NLD,"Noord-brabant translates directly to North Brabant in English, the standard English-language name for this Dutch province.",pretraining,high,False
finmark,Finmark,NOR004,NOR,Older anglicized spelling of Finnmark used in some English historical and geographic texts.,pretraining,medium,False
more og romsdal,More og Romsdal,NOR007,NOR,The WB canonical form uses 'Moere' as a diacritic-stripped rendering; 'More og Romsdal' is the standard ASCII English spelling used in most English-language sources.,pretraining,high,False
nord-trondelag,Nord-Trondelag,NOR008,NOR,The WB form 'Nord-troendelag' uses 'oe' for the o-with-stroke; 'Nord-Trondelag' is the common ASCII English rendering.,pretraining,high,False
ostfold,Ostfold,NOR010,NOR,The WB form 'Oestfold' uses 'Oe' for the o-with-stroke; 'Ostfold' is the common ASCII English rendering.,pretraining,high,False
sor-trondelag,Sor-Trondelag,NOR014,NOR,The WB form 'Soer-Troendelag' uses expanded vowel digraphs; 'Sor-Trondelag' is the common ASCII English rendering.,pretraining,high,False
far-western province,Far-Western Province,NPL004,NPL,Sudurpashchim Province corresponds to the former Far-Western Development Region and is commonly referred to in English sources as Far-Western Province.,pretraining,high,False
madesh,Madesh,NPL007,NPL,Alternative romanization of Madhesh used in some English sources and older documents.,pretraining,medium,False
manawatu-whanganui,Manawatu-Whanganui,NZL08,NZL,"The region was renamed from Manawatu-Wanganui to Manawatu-Whanganui in 2019 to reflect the correct Maori spelling, and both forms are widely used in English contexts.",pretraining,high,False
ad dakhiliyah,Ad Dakhiliyah,OMN001,OMN,The WB canonical name 'A Dakhliya' is a shortened romanization; 'Ad Dakhiliyah' is the more complete and commonly used English transliteration of this Omani governorate.,pretraining,high,False
dakhiliyah,Dakhiliyah,OMN001,OMN,Common abbreviated English form used in reference materials for the Ad Dakhiliyah governorate of Oman.,pretraining,high,False
dakhliyah,Dakhliyah,OMN001,OMN,Alternative romanization of the governorate name used in some English-language sources.,pretraining,medium,False
east region,East Region,OMN002,OMN,"'Sharqiyah' derives from the Arabic word for 'eastern', and 'East Region' is sometimes used as an English translation in administrative contexts.",pretraining,medium,False
al batinah,Al Batinah,OMN003,OMN,Alternative common romanization of the Al Batnah governorate name used widely in English-language sources.,pretraining,high,False
batinah,Batinah,OMN003,OMN,Abbreviated English form of the Al Batinah/Al Batnah governorate name commonly used in travel and geographic references.,pretraining,high,False
ad dhahirah,Ad Dhahirah,OMN004,OMN,"More complete romanization of the Al Dhahira governorate name, commonly used in English-language references to Oman.",pretraining,high,False
dhahira,Dhahira,OMN004,OMN,Abbreviated English form of the Dhahirah/Dhahira governorate used in many English sources.,pretraining,high,False
wusta,Wusta,OMN005,OMN,The article-stripped form 'Wusta' is commonly used in English references for this Omani governorate.,pretraining,high,False
dhufar,Dhufar,OMN006,OMN,"Common alternative English spelling of the Dhofar governorate, used in many academic and geographic references.",pretraining,high,False
zufar,Zufar,OMN006,OMN,Alternative romanization of the Dhofar governorate name used in some historical and geographic English texts.,pretraining,medium,False
musandam peninsula,Musandam Peninsula,OMN007,OMN,The Musandam governorate is frequently referred to as the 'Musandam Peninsula' in English-language geographic and travel sources.,pretraining,high,False
islamabad capital territory,Islamabad Capital Territory,PAK003,PAK,"The Federal Capital Territory of Pakistan is commonly referred to as Islamabad Capital Territory (ICT) in English-language sources, news, and official documents.",pretraining,high,False
guna yala,Guna Yala,PAN008,PAN,The official spelling was updated from Kuna Yala to Guna Yala; both spellings appear in English sources.,pretraining,high,False
ngobe bugle,Ngobe Bugle,PAN010,PAN,Ngäbe Buglé is frequently rendered without diacritics as 'Ngobe Bugle' in English-language documents.,pretraining,high,False
cuzco,Cuzco,PER008,PER,"Cuzco is a widely used alternative English spelling of Cusco, the historic Inca capital city and region.",pretraining,high,False
metro manila,Metro Manila,PHL013,PHL,Metro Manila is the widely used English name for the National Capital Region (NCR) of the Philippines.,pretraining,high,False
muslim mindanao,Muslim Mindanao,PHL015,PHL,Muslim Mindanao is a common English shorthand for the Autonomous Region in Muslim Mindanao (ARMM) in the Philippines.,pretraining,high,False
simbu,Simbu,PNG003,PNG,"Chimbu Province is commonly referred to as Simbu Province, an alternative spelling widely used in PNG and international contexts.",pretraining,high,False
port moresby,Port Moresby,PNG015,PNG,"National Capital District is commonly identified by the name of its capital city, Port Moresby, in everyday usage.",pretraining,medium,False
lower silesia,Lower Silesia,POL001,POL,"Dolnoslaskie is the Polish name for Lower Silesia, the well-established English exonym for this region in southwestern Poland.",pretraining,high,False
kuyavian-pomeranian,Kuyavian-Pomeranian,POL002,POL,"Kujawsko-Pomorskie is rendered in English as Kuyavian-Pomeranian Voivodeship, referencing the two historical regions of Kujawy and Pomerania it encompasses.",pretraining,high,False
lodz,Lodz,POL003,POL,Lodzkie (Łódzkie) is named after the city Łódź; English sources commonly refer to this voivodeship as Lodz or Łódź Voivodeship.,pretraining,high,False
masovian,Masovian,POL007,POL,"Mazowieckie is the Polish name for the Masovian Voivodeship, with Masovian being the standard English adjective for the Mazovia region.",pretraining,high,False
mazovia,Mazovia,POL007,POL,"Mazovia is the English exonym for the historical region corresponding to Mazowieckie voivodeship, widely used in English language sources.",pretraining,high,False
opole,Opole,POL008,POL,Opolskie is commonly referred to in English as Opole Voivodeship after its capital city Opole.,pretraining,high,False
subcarpathian,Subcarpathian,POL009,POL,"Podkarpackie is rendered in English as Subcarpathian Voivodeship, from the Latin/English prefix sub- (under/below) plus Carpathian.",pretraining,high,False
podlachia,Podlachia,POL010,POL,"Podlaskie is sometimes referred to in English as Podlachia or Podlasie, the Latinized/English form of the region name.",pretraining,medium,False
pomerania,Pomerania,POL011,POL,Pomerania is the classical English exonym for the Pomorze region; Pomorskie voivodeship is commonly called Pomerania in English.,pretraining,high,False
pomeranian,Pomeranian,POL011,POL,"Pomorskie is the Polish adjective for Pomeranian; English sources refer to this as Pomeranian Voivodeship, using the English exonym for the Pomerania region.",pretraining,high,False
silesia,Silesia,POL012,POL,Silesia is the well-established English exonym for the Śląsk/Schlesien region; Śląskie voivodeship is commonly identified as Silesia in English.,pretraining,high,False
silesian,Silesian,POL012,POL,Slaskie (Śląskie) is the Polish adjective for Silesian; English sources commonly refer to this voivodeship as Silesian Voivodeship.,pretraining,high,False
holy cross,Holy Cross,POL013,POL,"Swietokrzyskie (Świętokrzyskie) literally means Holy Cross in English, and the region is officially translated as Holy Cross Voivodeship in English-language sources.",pretraining,high,False
masuria,Masuria,POL014,POL,Masuria (Mazury) is one of the two historical regions comprising Warminsko-Mazurskie and is frequently used in English to refer to the whole voivodeship colloquially.,pretraining,medium,False
warmian-masurian,Warmian-Masurian,POL014,POL,"Warminsko-Mazurskie (Warmińsko-Mazurskie) is the Polish name for Warmian-Masurian Voivodeship, the standard English translation using exonyms for Warmia and Masuria.",pretraining,high,False
west pomerania,West Pomerania,POL016,POL,"West Pomerania is a common English name for the Zachodniopomorskie region, reflecting the English exonym for the Pomerania region with a western qualifier.",pretraining,high,False
west pomeranian,West Pomeranian,POL016,POL,"Zachodnio-Pomorskie (Zachodniopomorskie) is officially translated as West Pomeranian Voivodeship in English, using the exonym for western Pomerania.",pretraining,high,False
chagang province,Chagang Province,PRK001,PRK,English-language sources commonly refer to this province using the English word 'Province' appended to the Korean name.,pretraining,high,False
north hamgyong,North Hamgyong,PRK002,PRK,Shortened English exonym widely used in English-language references without the word 'Province'.,pretraining,high,False
north hamgyong province,North Hamgyong Province,PRK002,PRK,"The standard English exonym translates 'bukto' (북도) as 'North' and appends 'Province', yielding 'North Hamgyong Province'.",pretraining,high,False
south hamgyong,South Hamgyong,PRK003,PRK,Shortened English exonym widely used in English-language references without the word 'Province'.,pretraining,high,False
south hamgyong province,South Hamgyong Province,PRK003,PRK,"The standard English exonym translates 'namdo' (남도) as 'South' and appends 'Province', yielding 'South Hamgyong Province'.",pretraining,high,False
north hwanghae,North Hwanghae,PRK004,PRK,Shortened English exonym widely used in English-language references without the word 'Province'.,pretraining,high,False
north hwanghae province,North Hwanghae Province,PRK004,PRK,"The standard English exonym translates 'bukto' as 'North' and appends 'Province', yielding 'North Hwanghae Province'.",pretraining,high,False
south hwanghae,South Hwanghae,PRK005,PRK,Shortened English exonym widely used in English-language references without the word 'Province'.,pretraining,high,False
south hwanghae province,South Hwanghae Province,PRK005,PRK,"The standard English exonym translates 'namdo' as 'South' and appends 'Province', yielding 'South Hwanghae Province'.",pretraining,high,False
kaesong city,Kaesong City,PRK006,PRK,"English translation of 'Kaesong-si', replacing the Korean '-si' suffix with the English word 'City'.",pretraining,high,False
kangwon province,Kangwon Province,PRK007,PRK,"English-language sources commonly refer to this province using the English word 'Province' appended, dropping the '-do' suffix.",pretraining,high,False
north p'yongan,North P'yongan,PRK008,PRK,English exonym using the WB romanization of the province name with the English translation of 'bukto' prepended.,pretraining,high,False
north pyongan,North Pyongan,PRK008,PRK,"Shortened English exonym widely used without the word 'Province', with alternate romanization 'Pyongan'.",pretraining,high,False
north pyongan province,North Pyongan Province,PRK008,PRK,"Standard English exonym translating 'bukto' as 'North', using the alternate romanization 'Pyongan' for P'yongan, and appending 'Province'.",pretraining,high,False
south p'yongan,South P'yongan,PRK009,PRK,English exonym using the WB romanization of the province name with the English translation of 'namdo' prepended.,pretraining,high,False
south pyongan,South Pyongan,PRK009,PRK,"Shortened English exonym widely used without the word 'Province', with alternate romanization 'Pyongan'.",pretraining,high,False
south pyongan province,South Pyongan Province,PRK009,PRK,"Standard English exonym translating 'namdo' as 'South', using the alternate romanization 'Pyongan', and appending 'Province'.",pretraining,high,False
pyongyang,Pyongyang,PRK010,PRK,"The standard English name for the capital city, widely used internationally without the '-si' suffix and with the alternate romanization 'Pyongyang'.",pretraining,high,False
pyongyang city,Pyongyang City,PRK010,PRK,English translation of 'P'yongyang-si' using the standard English exonym 'Pyongyang' plus the English word 'City'.,pretraining,high,False
ryanggang province,Ryanggang Province,PRK011,PRK,"An alternate romanization of Yanggang-do used in some English-language sources, reflecting a different transcription system.",pretraining,medium,False
yanggang province,Yanggang Province,PRK011,PRK,"English-language sources commonly refer to this province using the English word 'Province' appended, dropping the '-do' suffix.",pretraining,high,False
braganza,Braganza,PRT005,PRT,"Braganza is the traditional English exonym for the Portuguese city and district of Bragança, historically significant as the name of the Portuguese royal house.",pretraining,high,False
lisbon,Lisbon,PRT012,PRT,"Lisbon is the standard English exonym for Lisboa, the capital district of Portugal.",pretraining,high,False
oporto,Oporto,PRT015,PRT,"Oporto is the traditional English exonym for Porto, derived from 'o Porto' (the port), still used in English-language contexts including wine references.",pretraining,high,False
khan younis,Khan Younis,PSE009,PSE,Khan Yunis is also commonly romanized as Khan Younis in English-language sources.,pretraining,medium,False
khan yunes,Khan Yunes,PSE009,PSE,"Khan Yunis appears in some English-language sources as Khan Yunes, an alternative romanization.",pretraining,medium,False
doha,Doha,QAT001,QAT,"Ad Dawhah is the Arabic name for Doha, the capital city of Qatar, universally known in English as Doha.",pretraining,high,False
al khor,Al Khor,QAT004,QAT,Al Khawr is commonly romanized as Al Khor in English-language sources and official communications.,pretraining,high,False
al wakrah,Al Wakrah,QAT005,QAT,The canonical name Al-wakrah uses a hyphen; the standard English form omits it and is written Al Wakrah.,pretraining,high,False
al rayyan,Al Rayyan,QAT006,QAT,"Ar Rayyan is commonly spelled Al Rayyan in English, including in FIFA World Cup 2022 coverage where the city hosted matches.",pretraining,high,False
al shamal,Al Shamal,QAT007,QAT,"Ash Shamal is sometimes rendered as Al Shamal in English sources, reflecting an alternate romanization of the Arabic definite article.",pretraining,medium,False
shamal,Shamal,QAT007,QAT,"The region is often referred to simply as Shamal in English-language references, dropping the Arabic article.",pretraining,medium,False
bucharest,Bucharest,ROU010,ROU,"Standard English exonym for Bucureşti, the capital city of Romania",pretraining,high,False
adygea,Adygea,RUS001,RUS,"The standard English exonym for Adygeya Rep. is Adygea, dropping the Russian transliteration suffix.",pretraining,high,False
republic of adygea,Republic of Adygea,RUS001,RUS,The full English administrative name for this republic.,pretraining,high,False
agin-buryat autonomous okrug,Agin-Buryat Autonomous Okrug,RUS002,RUS,"Standard English name for Aginskiy Buryatskiy A. Okrug, using the Anglicized form Agin-Buryat.",pretraining,high,False
altai republic,Altai Republic,RUS003,RUS,"Standard English name for Altay Rep., using the common Anglicized spelling Altai.",pretraining,high,False
republic of altai,Republic of Altai,RUS003,RUS,Alternative English form with word order matching English administrative conventions.,pretraining,high,False
altai krai,Altai Krai,RUS004,RUS,"Standard English transliteration of Altayskiy Kray, using Altai spelling and Krai for Kray.",pretraining,high,False
amur oblast,Amur Oblast,RUS005,RUS,"Shortened English form of Amurskaya Oblast, using the root name Amur without the Russian adjectival suffix.",pretraining,high,False
arkhangelsk oblast,Arkhangelsk Oblast,RUS006,RUS,Shortened English form of Arkhangelskaya Oblast using the root city name Arkhangelsk.,pretraining,high,False
astrakhan oblast,Astrakhan Oblast,RUS007,RUS,Standard English form of Astrakhanskaya Oblast using the root city name Astrakhan.,pretraining,high,False
republic of bashkortostan,Republic of Bashkortostan,RUS008,RUS,Full English administrative name for this republic.,pretraining,high,False
belgorod oblast,Belgorod Oblast,RUS009,RUS,Shortened English form of Belgorodskaya Oblast using the root city name Belgorod.,pretraining,high,False
bryansk oblast,Bryansk Oblast,RUS010,RUS,Shortened English form of Bryanskaya Oblast using the root city name Bryansk.,pretraining,high,False
buryatia,Buryatia,RUS011,RUS,"Standard English exonym for Buryatiya Rep., using the Anglicized form Buryatia.",pretraining,high,False
republic of buryatia,Republic of Buryatia,RUS011,RUS,Full English administrative name for this republic.,pretraining,high,False
chechen republic,Chechen Republic,RUS012,RUS,"Alternative English name using the adjectival form Chechen, commonly used in official and journalistic contexts.",pretraining,high,False
republic of chechnya,Republic of Chechnya,RUS012,RUS,Full English administrative name for this republic.,pretraining,high,False
chelyabinsk oblast,Chelyabinsk Oblast,RUS013,RUS,Shortened English form of Chelyabinskaya Oblast using the root city name Chelyabinsk.,pretraining,high,False
chita oblast,Chita Oblast,RUS014,RUS,Shortened English form of Chitinskaya Oblast using the root city name Chita.,pretraining,high,False
chukotka,Chukotka,RUS015,RUS,Commonly used shortened English name for the Chukotka Autonomous Okrug.,pretraining,high,False
chukotka autonomous okrug,Chukotka Autonomous Okrug,RUS015,RUS,"Full English name for Chukotskiy Okrug, using the root name Chukotka.",pretraining,high,False
chuvash republic,Chuvash Republic,RUS016,RUS,"The official English name of this federal subject, widely used in English-language sources.",pretraining,high,False
chuvashia,Chuvashia,RUS016,RUS,"Standard English exonym for Chuvashiya Rep., using the Anglicized form Chuvashia.",pretraining,high,False
republic of dagestan,Republic of Dagestan,RUS017,RUS,Full English administrative name for this republic.,pretraining,high,False
evenk autonomous okrug,Evenk Autonomous Okrug,RUS018,RUS,"Standard English name for Evenkiyskiy Okrug, using the Anglicized form Evenk.",pretraining,high,False
