code_a,name_a,iso_a,code_b,name_b,iso_b,water_type,water_body,has_bridge,adds_edge,border_km,adjudication,verification_tier,source
COL003,Arauca,COL,COL033,Vichada,COL,river,Meta River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL005,Atlántico,COL,COL021,Magdalena,COL,river,Magdalena River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ciclovía Troncal del Caribe; Puente Laureano Gómez; Puente P)"
COL007,Bolívar,COL,COL013,Cesar,COL,river,Magdalena River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL007,Bolívar,COL,COL028,Santander,COL,river,Magdalena River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL008,Boyacá,COL,COL009,Caldas,COL,river,Magdalena River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL009,Caldas,COL,COL016,Cundinamarca,COL,river,Magdalena River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ferrocarril de Occidente; Puente Ferroatlántico; Variante La)"
COL010,Caquetá,COL,COL025,Putumayo,COL,river,Caqueta River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL010,Caquetá,COL,COL032,Vaupés,COL,river,Apaporis River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL011,Casanare,COL,COL033,Vichada,COL,river,Meta River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
COL017,Guainía,COL,COL033,Vichada,COL,river,Guaviare River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
DEU001,Baden-Wuerttemberg,DEU,DEU011,Rheinland-Pfalz,DEU,river,Rhine River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (3443; 3522; A 6; A 61; B 10)"
DEU009,Niedersachsen,DEU,DEU015,Schleswig-Holstein,DEU,river,Elbe River (Unterelbe),True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (B 404; B 5; Bei der Palmschleuse; Hafenstraße; Lauenburger K)"
ECU014,Morona Santiago,ECU,ECU016,Pastaza,ECU,river,Pastaza River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (12 de Febrero; Troncal Amazónica; Via a Palora; yes)"
EGY004,Behera,EGY,EGY010,Gharbia,EGY,river,Rosetta branch of the Nile,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; طريق القاهرة, الاسكندرية الزراعى; طريق كفر الزيات, بركه)"
EGY004,Behera,EGY,EGY013,Kafr El-Shikh,EGY,river,Rosetta (Rashid) branch of the Nile,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; الطريق الساحلى الدولى; شارع 26 يوليو; شارع جمال عبد الن)"
EGY010,Gharbia,EGY,EGY014,Kalyoubia,EGY,river,Damietta branch of the Nile,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: osm; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes); GPT-5.6 Sol adversarial recheck no"
EGY014,Kalyoubia,EGY,EGY018,Menoufia,EGY,river,Damietta branch of the Nile,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree); crossing CORRECTED by polygon-test disambiguation, corrected pin validated (30.4849, 31.1776), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; الطريق الدائري الإقليمي)"
FRA014,Languedoc-Rousillon,FRA,FRA022,Provence-Alpes-Cote-d'Azur,FRA,river,Rhône River (Grand Rhône / Petit Rhône in the Camargue delta),True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Chemin du Lac; D 126; D 15; D 179; D 2B)"
GHA012,Bono,GHA,GHA017,Savannah,GHA,river,Black Volta River / Bui Reservoir,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (R94; yes)"
GMB002,Central River North,GMB,GMB003,Central River South,GMB,river,Gambia River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
GNB001,Bafata,GNB,GNB009,Tombali,GNB,river,Corubal River,True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes)"
GTM001,Alta Verapaz,GTM,GTM014,Quiché,GTM,river,Chixoy (Río Negro) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Franja Transversal del Norte; Ruta Embalse Chixoy; yes)"
GUY002,Cuyuni/mazaruni (region N°7),GUY,GUY009,Upper Demerara/berbice (region N°10),GUY,river,Essequibo River,False,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
HND001,Atlantida,HND,HND006,Cortes,HND,river,Ulúa River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
HRV009,Medimurje,HRV,HRV017,Varazdin,HRV,river,Drava River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (2033)"
HUN001,Bacs-kiskun,HUN,HUN007,Fejer,HUN,river,Danube River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Pentele híd)"
HUN001,Bacs-kiskun,HUN,HUN011,Jasz-nagykun-szolnok,HUN,river,Tisza River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Tiszaugi Tisza-híd)"
HUN001,Bacs-kiskun,HUN,HUN017,Tolna,HUN,river,"Danube River (main channel), plus named Danube oxbow/dead-arm branches (Rezéti-D",True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree); crossing CORRECTED by polygon-test disambiguation, corrected pin validated (46.8106, 18.9331), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (42; Beszédes József híd; Dunaföldvári út; Szent László híd; )"
HUN004,Borsod-abauj-zemplen,HUN,HUN009,Hajdu-bihar,HUN,river,Tisza River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Oszlári Tisza-híd; Vásárhelyi Pál híd; bridge; yes)"
HUN004,Borsod-abauj-zemplen,HUN,HUN011,Jasz-nagykun-szolnok,HUN,river,"Tisza River / Tisza-tó (Lake Tisza, Kisköre reservoir) reach near Tiszabábolna (",False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
HUN004,Borsod-abauj-zemplen,HUN,HUN016,Szabolcs-szatmar-bereg,HUN,river,Tisza River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (100c; Toldi Miklós utca; yes)"
IND014,Himachal Pradesh,IND,IND034,Uttar Pradesh,IND,river,Yamuna River,False,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
IRL007,Galway,IRL,IRL019,Offaly,IRL,river,River Shannon,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Meelick Weir Bridge; yes)"
IRN013,Ilam,IRN,IRN020,Lorestan,IRN,river,Seymareh River (continuing as upper Karkheh below the Kashkan confluence),True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes; جاده اندیمشک - پلدختر; جاده ماژین; پل گاومیشان)"
JOR004,Balqa,JOR,JOR005,Irbid,JOR,river,Zarqa River,False,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
JPN013,Ibaraki,JPN,JPN038,Tiba,JPN,river,Tone River,True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (bridge; yes; つくばエクスプレス; つくば野田線; 下総利根大橋)"
KEN006,Embu,KEN,KEN018,Kitui,KEN,river,"Tana River — Kiambere Dam/Reservoir stretch (not Masinga, which is the Embu-Mach",True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: osm; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units; GPT-5.6 Sol adversarial recheck yes (Kiambere Dam access crossing), 36 m from the shared arc"
KEN009,Isiolo,KEN,KEN040,Tana River,KEN,river,"Tana River (mainstem) — likely misidentified by research as ""Bisan Adhi River,"" ",False,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KEN018,Kitui,KEN,KEN026,Meru,KEN,river,Tana River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: agent; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
KEN018,Kitui,KEN,KEN041,Tharaka-Nithi,KEN,river,Tana River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: osm; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ucueni Bridge); GPT-5.6 Sol adversarial recheck yes (Ucueni Bridge), 0 m from the shared arc; maintainer map ruling 2026-09-16: shipped flag kept"
LAO009,Oudômxai,LAO,LAO015,Xaignabouri,LAO,river,Mekong River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (2W)"
LAO013,Vientiane,LAO,LAO015,Xaignabouri,LAO,river,Mekong River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree); crossing CORRECTED by polygon-test disambiguation, corrected pin validated (18.175917, 101.393167), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (11)"
LBR002,Bong,LBR,LBR008,Lofa,LBR,river,"Saint Paul River upper reach (locally/OSM-named ""Nianda""), the river's course sh",True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes)"
LBR006,Grand Gedeh,LBR,LBR012,Nimba,LBR,river,Cestos River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Ganta - Tapita)"
LKA001,Central,LKA,LKA009,Eastern,LKA,river,Mahaweli River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LTU004,Marijampoles,LTU,LTU007,Taurages,LTU,river,Nemunas River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Šimtmečio tiltas)"
LVA003,Aizkraukles novads,LVA,LVA039,Jaunjelgavas novads,LVA,river,Daugava River,True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (yes)"
LVA026,Daugavpils novads,LVA,LVA043,Jēkabpils novads,LVA,river,Daugava River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA032,Garkalnes novads,LVA,LVA102,Stopiņu novads,LVA,river,Mazā Jugla (river),True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Juglas papīrfabrikas ciemats — Upesciems; bridge; yes)"
LVA039,Jaunjelgavas novads,LVA,LVA099,Skrīveru novads,LVA,river,Daugava River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA043,Jēkabpils novads,LVA,LVA055,Krustpils novads,LVA,river,Daugava River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA049,Ķeguma novads,LVA,LVA099,Skrīveru novads,LVA,river,Daugava River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
LVA055,Krustpils novads,LVA,LVA093,Salas novads,LVA,river,Daugava River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: agent; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Zeļķu dzelzceļa tilts; yes)"
MDA001,Anenii Noi,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,A,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; human-map-verified (2026-07-12); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (M5; bridge)"
MDA004,Bender,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (bridge; yes; Бендерский мост)"
MDA010,Chisinau,MDA,MDA015,Dubasari,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Podul Vadul lui Vodă; Vadul lui Vodă-M4; yes)"
MDA012,Criuleni,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: adversarial recheck of osm-vs-agent disagreement (wrong layer: agent; conf high), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Chișinău – Dubăsari)"
MDA018,Floresti,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Cunicea-Camenca; Кунича-Каменка)"
MDA026,Rezina,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,True,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen bridge way in both units (Mateuţi - Rîbnița; Podul Rezina-Rîbnița / Мост Резина-Рыбниц)"
MDA029,Soldanesti,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
MDA030,Soroca,MDA,MDA035,Transnistria,MDA,river,Dniester (Nistru) River,False,False,,cross-vendor,B,"2026-07 water-screen rebuild b3-b6: GPT-5.6 Sol research (web) + Sonnet-5 adversarial judgment; dual-AI verified (GPT-5.6 Sol research + Sonnet judgment, both high-conf); bridge: osm-screen + agent-verify (agree), geocode/polygon-validated; bu1 crossing unification 2026-09-16: unified OSM screen no bridge way in both units"
